,,,,Pump Price Rs/ Liter,,,,,
S.No,Customer Name,Address,City/Location,HSD,PMG,District,District 1,Province,Province
7219,WARRAICH PETROLEUM SERVICE,"Mouza Chak 25 (Janobi) Near Mangi Pul B/w 27-28Km from Sargodha Road,",Sargodha,127.98,117.32,SARGHODA,SARGHODA,Punjab,Punjab
7276,AHEER PETROLEUM SERVICE,CHAK # 67 A-N-B,SARGODHA,128.47,117.81,SARGHODA,SARGHODA,Punjab,Punjab
7291,AL GHAEES FILLING STATION,SARGODHA LAHORE ROAD,SARGODHA,128.28,117.62,SARGHODA,SARGHODA,Punjab,Punjab
7339,BABA JEE FILLING STATION,1 KM BHALWAL GUJRAT ROAD,SARGODHA,128.14,117.48,SARGHODA,SARGHODA,Punjab,Punjab
7353,BHATTI FILLING STATION,10 KM FROM SARGODHA LAHORE RD,SARGODHA,128.30,117.64,SARGHODA,SARGHODA,Punjab,Punjab
7420,DHAREMA FILLING STATION,SARGODHA KHUSHAB ROAD,SARGODHA,128.47,117.81,SARGHODA,SARGHODA,Punjab,Punjab
7436,FAIZ PETROLEUM SERVICE,SARGODHA FAISALABAD ROAD,SARGODHA,128.42,117.76,SARGHODA,SARGHODA,Punjab,Punjab
7440,FAROOQ PETROLEUM SEVICE,SAHIWAL SILLANWALI ROAD,SARGODHA,128.72,118.06,SARGHODA,SARGHODA,Punjab,Punjab
7525,IDEAL FILLING STATION,85 CLUB ROAD,SARGODHA,128.28,117.62,SARGHODA,SARGHODA,Punjab,Punjab
7540,JANBAZ FILLING STATION,SARGODHA JHANG ROAD,SARGODHA,128.51,117.85,SARGHODA,SARGHODA,Punjab,Punjab
7551,K M PETROLEUM SERVICE,KOTMOMIN BHALWAL ROAD,SARGODHA,128.27,117.61,SARGHODA,SARGHODA,Punjab,Punjab
7669,MID RANJHA FILLING STATION,"MID RANJHA, PHALIA ROAD",SARGODHA,127.95,117.29,SARGHODA,SARGHODA,Punjab,Punjab
7777,POLWEL SARGODHA,47 SARGODHA FAISALABAD ROAD,SARGODHA,128.29,117.63,SARGHODA,SARGHODA,Punjab,Punjab
7821,S & J FILLING STATION.,NALKA MASJ LAHORE - SARGODHA ROAD,SARGODHA,128.06,117.40,SARGHODA,SARGHODA,Punjab,Punjab
7828,SAIF UL MALOOK FILLING STATION,SARGODHA ROAD,SARGODHA,128.37,117.71,SARGHODA,SARGHODA,Punjab,Punjab
7853,SHAHPUR FILLING STATION,KHUSHAB ROAD,SARGODHA,128.55,117.89,SARGHODA,SARGHODA,Punjab,Punjab
7866,SHAMA FILLING STATION,SILLANWALI ROAD,SARGODHA,128.49,117.83,SARGHODA,SARGHODA,Punjab,Punjab
7870,SHARIF PETROLEUM SERVICE,SARGODHA LAHORE RD,SARGODHA,128.36,117.70,SARGHODA,SARGHODA,Punjab,Punjab
7954,SYED MOHD YOUNIS SHAH,3-4 SAHIWAL ROAD,SARGODHA,128.59,117.94,SARGHODA,SARGHODA,Punjab,Punjab
7989,UNITED FILLING STATION,SARGODHA KHUSHAB ROAD,SARGODHA,128.30,117.64,SARGHODA,SARGHODA,Punjab,Punjab
9060,STAR SPEED SERVICE STATION,0.4KM SILLANWALI ROAD FACTORY AREA,SARGODHA,87.70,78.32,SARGHODA,SARGHODA,Punjab,Punjab
9062,AWAN PETROLEUM SERVICE,165-166 KM. LAHORE ROAD,SARGODHA,87.66,78.29,SARGHODA,SARGHODA,Punjab,Punjab
9063,MEKAILLE SERVICE CENTRE,NIAZA TOWER KHUSHAB ROAD,SARGODHA,87.70,78.32,SARGHODA,SARGHODA,Punjab,Punjab
9064,DOHA PETROLEUM,140-A SATELLITE TOWN,SARGODHA,87.70,78.32,SARGHODA,SARGHODA,Punjab,Punjab
9343,KARAMABAD PETROLEUM,NEAR SABZI MANDI,SARGODHA,88.21,78.79,SARGHODA,SARGHODA,Punjab,Punjab
3988,PARAMOUNT (EX-SANGAM) PETROLEUM SER,"KM-87/88, FAISALABAD SARGODHA",,127.91,117.25,SARGHODA,SARGHODA,Punjab,Punjab
3989,ZAIN KHAN & BROTHERS,SARGODHA - JHANG ROAD  CHOTTA SAHIWAL  DISTRICT SARGODHA,,128.28,117.62,SARGHODA,SARGHODA,Punjab,Punjab
3993,BAIG F/S,CHAK NO 41N B SARGODHA,,127.91,117.25,SARGHODA,SARGHODA,Punjab,Punjab
4021,NAEEM JASPAL F/S,SALAM SOUTH INTERCHANGE DISTRICT SARGODHA,,128.32,117.66,SARGHODA,SARGHODA,Punjab,Punjab
4024,BISMILLAH F/S,LAK MORE SARGODHA HAWARIAN ROAD  DIST SARGODHA,,128.24,117.58,SARGHODA,SARGHODA,Punjab,Punjab
4051,MEHR F/S.,162/163 KM GUJ/SAR RDMARI SARGODHA,,127.98,117.32,SARGHODA,SARGHODA,Punjab,Punjab
4054,MALHI FILL STATION,AHMED WALA  SARGODHA SIAL ROAD  DISTRICT SARGODHA,,127.95,117.29,SARGHODA,SARGHODA,Punjab,Punjab
4064,AKHTAR F/S,"PLOT # 140, JAN MUHAMMAD WALA SIAL CHOWK, SARGODHA",,127.91,117.25,SARGHODA,SARGHODA,Punjab,Punjab
4069,AHMED F/S,"JHANG ROAD, DISTRICT SARGODHA",,128.06,117.40,SARGHODA,SARGHODA,Punjab,Punjab
9169,JAHANGEER PETROLEUM,"M.M. ROAD, SERAI MUHAJAR",SERAI MUHAJAR,88.38,78.94,SERAI MUHAJAR,SERAI MUHAJAR,Punjab,Punjab
297,MEHAR SHAHKOT FILLING STATION,"Mouza Shah Kot, Chak No.84/RB, Near Sabzi Mandi, B/W 3-4Km from Shahkot, on Nankana Road,Tehsil Shahkot, Dist. Nankana Sahib",Shah Kot,86.42,77.89,Shah Kot,Shah Kot,Punjab,Punjab
390,SAHI FILLING STATION,"Chak # 51RB, B/W 44-45Km from Faisalabad on Sheikhupura - Faisalabad Road, Shah Kot, Nankana Sahib",Shah Kot,86.42,77.89,Shah Kot,Shah Kot,Punjab,Punjab
7029,MEHAR SHAHKOT FILLING STATION,"Mouza Shah Kot, Chak No.84/RB, Near Sabzi Mandi,B/W 3-4Km from Shahkot, on Nankana Road,",Shah Kot,127.75,117.09,Shah Kot,Shah Kot,Punjab,Punjab
7145,SAHI FILLING STATION,"Chak # 51RB, B/W 44-45Km from Faisalabad on Sheikhupura - Faisalabad Road, Shah Kot",Shah Kot,127.75,117.09,Shah Kot,Shah Kot,Punjab,Punjab
7805,RAVI TRUCKING STATION,SHAHDARA ROAD,SHAHDARA,127.76,117.11,SHAHDARA,SHAHDARA,Punjab,Punjab
7157,SEHOLE FILLING STATION,"12 KM, G.T. Road, Rana Town, Shahdra, Distt. Sheik",Shahdra,127.75,117.09,Shahdra,Shahdra,Punjab,Punjab
4946,SATLUJ FILL STATION,DEPAL PUR ROADADDADHING SHAHKASUR,,127.75,117.09,SHAHKASUR,SHAHKASUR,Punjab,Punjab
484,Shaheen Filling Station,,Shahkot,125.51,114.49,Shahkot,Shahkot,Punjab,Punjab
5078,NAIMAT F/S,MIRP URCHAK NO 87/RB TEHSIL SHAHKOT NANKANA ROAD SHAHKOT,,127.85,117.19,Shahkot,Shahkot,Punjab,Punjab
388,SADDAT PETROLEUM SERVICE,"Mouza Chak Patri on Shahpur Saddar-Jhang Road, Tehsil Shahpur, Dist. Sargodha",Shahpur,86.88,78.30,Shahpur,Shahpur,Punjab,Punjab
6749,Ali Fs,"Plot Khasra No.3147/2942/1672,2691/1678, Khewat No.38, Khatooni No.129, Mouza Shahpur City, in B/W KM No.9/10, From Khushab-Sargodha Road, Tehsil Shahpur District Sargodha",Shahpur,128.53,117.87,Shahpur,Shahpur,Punjab,Punjab
7142,SADDAT PETROLEUM SERVICE,"Mouza Chak Patri on Shahpur Saddar-Jhang Road, TeTehsil Shahpur",Shahpur,128.62,117.96,Shahpur,Shahpur,Punjab,Punjab
7434,FAHAD FILLING STATION,431 SANGHAR NAWABSHAH ROAD,SHAHPUR CHAKAR,127.88,117.22,Shahpur,Shahpur,Punjab,Punjab
6551,HAJVERI PET SERVICE,KM.2 H.MANDI HIRA.SINGRD SHAHPUROKARA,,127.75,117.09,Shahpur,Shahpur,Punjab,Punjab
5292,AL-NOOR PET.SERVICE,D.G.KHAN RAJANPURKASHMAND CHIRAGH SHAHRAJANPUR,,128.29,117.63,SHAHRAJANPUR,SHAHRAJANPUR,Punjab,Punjab
6470,HASSAN FILLIN STATIONS,NOOR SHAHSAHIWAL,,127.75,117.09,SHAHSAHIWAL,SHAHSAHIWAL,Punjab,Punjab
219,IRFAN PETROLEUM SERVICE,"Khsara 537-538, Kehwat 177, Khatooni 329, Mouza Antuwali, Tehsil Shakargarh, Narowal",Shakargarh,87.02,78.43,SHAKARGHAR,SHAKARGHAR,Punjab,Punjab
6942,IRFAN PETROLEUM SERVICE,"Khsara 537-538, Kehwat 177, Khatooni 329, Mouza Antuwali, Tehsil Shakargarh",Shakargarh,128.49,117.83,SHAKARGHAR,SHAKARGHAR,Punjab,Punjab
4084,CH.ILM DIN P/S,SHAKARGARH ZAFARWAL ROAD SHAKARGARH,,128.40,117.74,SHAKARGHAR,SHAKARGHAR,Punjab,Punjab
7654,MASHALLAH FILLING STATION,NAROWAL SHAKARGHAR ROAD,SHAKARGHAR,128.54,117.88,SHAKARGHAR,SHAKARGHAR,Punjab,Punjab
9316,GILL FILLING STATION,"31-KM LAHORE - JARANWALA RDSHARAQPUR SHARIF, SHEIKHUPURA",SHARAQPUR SHARIF,87.41,78.06,SHARAQPUR SHARIF,SHARAQPUR SHARIF,Punjab,Punjab
5034,ALLAH MALIK (EX-SHAFI)  FILL STATION,B/W KM 20/21 LHR SHARQPURA,,127.75,117.09,SHARQPURA,SHARQPURA,Punjab,Punjab
5699,ISSA FILL STATION,KM14/15 BARA-KOHAT RDVILLAGE SHEIKHANPESHAWAR,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2125,DRIVE X CNG FILLING STATION,,,127.76,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
4936,AL-HABIB PET SER,MILE-42  LHR/FSBDRDMORE KHUNDA SHEIKHPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
4924,LUCKY FILLING STATION,KM-24/25 SHEI/FAIS RDFEROZEWATTAWANDISTT SHEIKHUPU,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
572,AZIZ TRUCKING STATION,G T ROAD VILLAGE KHORI,"KHORI, MURIDKE",84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
574,BABARKET SERVICE STN,33 KM SHEIKHUPURA-LAHORE ROAD NEAR SHEIKHUPURA BY PASS,SHEIKHUPURA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
632,FAISAL ADNAN TRUCKING STATION,"KM 13 G.T.ROAD RANA TOWN,",FEROZWALA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
646,FEMTECH PETROLEUM,"5-KMS SHEIKHUPURA-LHR ROAD CH MILL STOP, NEAR ICI",SHEIKHUPURA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
654,GILL FILLING STATION,31-KM LAHORE JARANWALA RD,SHARQPUR SHARIF,85.41,96.80,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
657,GUJJAR PETROLEUM,32 KM SHEIKHUPURA- HAZIABAD ROAD,SHEIKHUPURA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
774,MUBARAK FILLING STATION,"10-KM SHEIKHUPURA LAHORE ROAD, KOT ABDUL MALIK NEAR DOSACO CHOWK",SHEIKHUPURA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
829,PUNJAB PETROLEUM SERVICE,"31 KM, LAHORE SHEIKHUPURA RD.",SHEIKHUPURA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
849,RAWAL FILLNG STATION,OPP. MONNOO MILL G.T.ROAD,KALA SHAH KAKU,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
852,RAZAKHEL TRUCKING STATION,"Near Motoreay Interchange GT Road, Kala shah Kaku",FEROZWALA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
861,S.K. SERVICE CENTRE,"KM 3 & 4, SHEIKHUPURA GUJRANWAL RD NEAR MOTORWAY TOLL PLAZA",SHEIKHUPURA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
892,SHEERAZ TRUCKING STATION,7KM SHEIKHUPURA SARGODHA ROAD,SHEIKHUPURA,84.94,96.29,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1526,ABASER  PETROLEUM,19 Km from Lahore Jarawala Road,,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1527,AL - NAFEES FILLING STATION,On Sheikhupura - Faisalabad Road At Manawala,,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1529,AL-NOOR  FILLING STATION-LHR,"Qilla Sattar Shah, Sheikhupura",,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1531,BEC CNG & FILLING STATION,"Motorway Interchange, Sheikhupura",,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1533,FAST FILL FILLING STATION,Mouza Bado Jarawala Road Near Al Saeedchowk Ferozwala Sheikhupura,,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1535,GULF CNG & PETROLEUM SERVICE,"Sheikhupura - Faisalabad Road, Kharianwala, Distt Sheikhupura",,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1539,KHUSHI FILLING STATION,"4, KM From Sheikhupura on SRQ Road",,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1541,M2 CNG FILLING STATION,"Faizpur Interchange, Motorway, Tehsil Ferozewala",,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1548,SHER E RABBANI P/S,24 Km Giti Road Muridki,,127.74,117.08,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1557,CNG HOUSE - I,LAHORE SARGODHA ROAD OPPOSITE FAMILY MARRIAGE HALL FAROOQABAD DISTRICT SHEIKHUPU,,127.68,117.02,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1860,IMRAN PETROLEUM,Mahal Mandiviwala Tehsil Sharaqpur District Sheikhupura,,127.80,117.14,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
1991,RANA ABBASS PETROLEUM,"Bypass Chowk, Lahore Sheikhupura Road, Khan Colony, Sheikhupura",,127.80,117.14,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2252,AL-JANAT P/S,22 KM G.T ROAD TEHSIL MUREDKE DISTRICT SHEIKHUPURA,,127.75,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2278,TAHIR FILLING STATION,LAHORE SHEIKHUPURA ROAD AT MACHIKE TEHSIL & DISTRICT SHEIKHUPURA,,127.75,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2316,HIGH POWER CNG&F/S,19 KM LAHORE SHEIKHUPURA ROAD TEHSIL FEROZWALA DISTRICT SHEIKHUPURA,,127.75,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2327,AL-MURTAZA CNG,"KM 3.7 FROM BHATTI CHOWK ON SKP-FSD ROAD, NEAR BY PASS CHOWK TEHSIL & DISTRICT SHEIKHPURA.",,127.75,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2333,HASSAN RAZA CNG F/S,LAHORE FAISALABAD ROAD AT MOUZA FEROZWATWAN TEHSIL & DISTRICT SHIEKHUPURA,,127.75,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2414,SNS CNG & FS,Khanpur Nabipur Km No.21 & 22 Lahore Sheikhpura Road Tehsil Ferozewala District Sheikhpura.,,127.75,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2425,United CNG F/S,Main National Highway at Mureedke Tehsil Mureedke District Sheikhupura,,127.75,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2439,Four Star CNG Station,KM 11-12 Sheikhupura Faisalabad Road Mouza Bhikhi Tehsil and District Sheikhupura,,127.75,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2489,Al Nawaz Filling station,"Sheikhupura Faisalabad Road at Shahkot Tehsil Shahkot , Nankana, District Sheikhpura.",,127.75,117.05,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2552,Al-Rehman P/s,"At Mouza Baake, on Muredke-Narowal Road, Tehsil Muredke District Shekhupura.",,127.90,117.25,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
2647,CHAUDHARY P/S,"AT FAIZPUR KHURD, TEHSIL FEROZWALA DISTRICT SHEIKHUPURA",,127.75,117.05,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
3153,Pir Waris Shah,Machikey Tehsil Sheikhupura,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
3154,Global CNG,"G.T Road Muridke, Sheikhupura",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
3155,Lasani F/s.,"Faisalabad Road, Sheikhupura",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
3156,New Green Star Pet. Service,Hardev on Sheikhupura - Gujranwala Road,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
3217,A-One Filling Station,"Plot Khasra No. 151/15, At Kot Sohndha in Between KM No. 58/59 From Lahore On Lahore/Sargodha/Mianwali Road, Tehsil & District Sheikhupura",Machike,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
3234,GLOBAL CNG,"Mouza Kanianwala, Near Ayehsa Textile Mills,
Sheikhupura-Lahore  Road,",MACHIKE,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8023,Al-Maalik Filling Station,Mouza Mandhyal Tehsil Ferozwala District,Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8036,Express Link Filling Station,"1KM from Sheikhupura Bypass on Sheikhupura-Faisalabad Road, Tehsil and District Sheikhupura.",Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8046,Gujjar Petroleum,"In between 2 & 3 KM from Shiekhupura,, Mouza Kot Ranjeet, Tehsil & District, , Shiekhupura",Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8048,Hi-Power Filling Station,"situated at al-saeed chowk, Sheikhupura",Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8050,Ideal Filling Station,"Model Town Ext, Lahore Road, Sheikhupura.",Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8061,Madina Filling Station,"43-44 km, Jaranwala Road, Mandi Faizabad, Near Karachi Rice Mills",Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8077,Rachna Filling Station,"G.T Road, Muridkay.",Muridkay,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8081,Mashallah Filling Station(One Stop),"Mouza Thata Khuda Yar, B/W km12-13 (from Lahore, city) Lahore-Sheikhupura road, Tehsil Ferozwala,, Dist. Sheikhupura,",Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Balochistan
8083,Salar W ardag Filling Station,"Chack # 31/UCC G.T. Road Kala Shah Kaku Dist., Sheikhupura.",Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
8090,Times Filling Station,"11 km, Sheikhupura Road, Near Kot Abdul Malik",Sheikhupura,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8362,AL-MADINA FILLING STATION,G T ROAD VILLAGE KHORI,"KHORI, MURIDKE",127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8364,BABARKET SERVICE STN,33 KM SHEIKHUPURA-LAHORE ROAD NEAR SHEIKHUPURA BY PASS,SHEIKHUPURA,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8418,FAISAL ADNAN TRUCKING STATION,"KM 13 G.T.ROAD RANA TOW N,",FEROZW ALA,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8432,FEMTECH PETROLEUM,"5-KMS SHEIKHUPURA-LHR ROAD CH MILL STOP, NEAR ICI",SHEIKHUPURA,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8438,GILL FILLING STATION,31-KM LAHORE JARANW ALA RD,SHARQPUR SHARIF,128.30,117.60,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8441,GUJJAR PETROLEUM,32 KM SHEIKHUPURA- HAZIABAD ROAD,SHEIKHUPURA,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8550,MUBARAK FILLING STATION,"10-KM SHEIKHUPURA LAHORE ROAD, KOT ABDUL MALIK NEAR DOSACO CHOW K",SHEIKHUPURA,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8600,PUNJAB PETROLEUM SERVICE,"31 KM, LAHORE SHEIKHUPURA RD.",SHEIKHUPURA,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8620,RAW AL FILLNG STATION,OPP. MONNOO MILL G.T.ROAD,KALA SHAH KAKU,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8630,S.K. SERVICE CENTRE,"KM 3 & 4, SHEIKHUPURA GUJRANW AL RD NEAR MOTORW AY TOLL PLAZA",SHEIKHUPURA,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
8658,SHEERAZ TRUCKING STATION,7KM SHEIKHUPURA SARGODHA ROAD,SHEIKHUPURA,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
10167,Bestway Filling Station Ajnianwala Sheikhupura,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
10168,Bilal Petroleum Services Farooqabad,,Farooqabad,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
10169,Data Fuels Filling Station Feroz Wala,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
10170,GEO CNG Filling Station Sheikhupura,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
10171,Gas line CNG & Filling Station Sheikhupura,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
10172,Gasolina CNG/Filling Station Lahore,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,GB
10173,Ghousia CNG/Filling Station Ferozwala,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,FATA
10174,Green Fuel CNG & Filling Station Sheikhupura,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,AJK
10175,Haider Filling Station Bhukhi,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
10176,Malik CNG & Filling Station Feroz Wala,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
10177,Mashallah Khan Petroleum Service Sheikhupura,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
10178,SAM CNG Filling Station Sheikhupura,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
10179,Sharqpur Filling Station Ferozwala,,Sharaqpur,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
10180,Super CNG & Filling Station Muridke,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Punjab
10181,Union CNG/Filling Station Sheikhupura,,Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
99,ATTAH PETROLEUM SERVICE,"Mouza Chak 13/RB, Near Nawaz Sharif Chowk Tehsil Safdarabad",Sheikhupura,86.42,77.89,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
178,GOHAEER PETROLEUM SERVICE,"Chak # 84/R,B, KM 82-83, Lahore Sheikhupura-Shahkot-Faisalabad Road Teh. Safdarabad",Sheikhupura,86.42,77.89,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
198,HAJVIRY FILLING STATION,"Mouza Farooqabad, B/W KM 54/55 From Lahore On Lahore Sargodha Rd. Distt. Sheikhupura",Sheikhupura,86.42,77.89,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
249,KLAIR FILLING STATION,"At Plot Khasra # 144/12/2, 144/13/2,144/18, Khatooni #777-782,Khewat # 224, At Mouza Tapiala Dost Muhammad, Teh.Muridke, Dist. Sheikhupura",Sheikhupura,86.42,77.89,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
6717,AL FARID PETROLEUM SERVICES,"Mouza Kot Ranjeet, B/W 2-3KM from Sheikhupura on Son Sheikhupura / Gujranwala Road",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
6795,Arain Filling Station,"Plot Khewat No.587, Khatooni No.1007, Khasra No.11/16, 396/1386, at Mouza Burj Attari in KM
No.16/17, From Lahore on Jaranwala Road, Tehsil Ferozwala District Sheikhupura",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
6806,ATTAH PETROLEUM SERVICE,"Mouza Chak 13/RB, (Near Nawaz Sharif Chowk) B/W KM 12/13 From Khanqa Dogran, Tehsil Safdrabad",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
6895,GOHAEER PETROLEUM SERVICE,"Chak # 84/R,B, KM 82-83, Lahore Sheikhupura-ShahkotFaisalabad Road Teh.",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
6918,HAJVIRY FILLING STATION,"Mouza Farooqabad, B/W KM 54/55 From LahoreOn Lahore Sargodha Rd.",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
6977,KLAIR FILLING STATION,"At Plot Khasra # 144/12/2, 144/13/2,144/18, Khatooni #777-782Khewat # 224, At Mouza Tapiala Dost Muhammad",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
6981,LAARAIB FILLING STATION,"Mouza Chak # 8/GB, b/w 14/15 From Nankana SahibOn Nankana Sahib- Shah Kot Road",Sheikhupura,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7350,BEST SERVICE STATION,LAHORE SHEIKHUPURA ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7368,BUTT BROTHERS,LAHORE JARNWALA ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7419,DERA VIKRAN FILLING STATION,6KM FAISALABAD ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
